timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-19 12:59:01,QQQ,ENTER,703.9721,14,0.0000,2.3600,0.2851,99102.4200
2026-05-19 12:59:02,QQQ,EXIT_신호소멸,703.8700,14,-1.4300,0.0000,-0.1728,99100.9900
2026-05-19 13:07:01,QQQ,ENTER,704.7300,14,0.0000,0.0000,0.2144,99100.9900
2026-05-19 13:20:01,QQQ,EXIT_신호소멸,705.9221,14,16.6900,0.0000,-0.1886,99117.6500
2026-05-19 13:27:03,QQQ,ENTER,705.2514,14,0.0000,-0.0500,0.2698,99117.6800
2026-05-19 13:30:01,QQQ,EXIT_신호소멸,705.4621,14,2.9500,0.0000,-0.3173,99120.6000
2026-05-19 13:37:03,QQQ,ENTER,705.8207,14,0.0000,-0.0600,0.2570,99120.6300
2026-05-19 13:46:59,QQQ,EXIT_신호소멸,704.6986,14,-15.7100,0.0000,-0.2266,99104.2400
2026-05-19 14:22:03,QQQ,ENTER,704.6014,14,0.0000,-1.1900,0.2091,99104.9200
2026-05-19 14:25:01,QQQ,EXIT_신호소멸,704.4300,14,-2.4000,0.0000,-0.1096,99102.5200
