timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-20 09:59:03,QQQ,ENTER,705.4029,14,0.0000,0.5400,0.2632,99102.5000
2026-05-20 10:09:01,QQQ,EXIT_신호소멸,705.9364,14,7.4700,0.0000,-0.1274,99110.4400
2026-05-20 10:30:03,QQQ,ENTER,708.8000,13,0.0000,2.6100,0.2022,99109.9700
2026-05-20 10:33:01,QQQ,EXIT_신호소멸,709.2600,13,5.9800,0.0000,-0.1331,99115.9500
2026-05-20 10:55:03,QQQ,ENTER,709.4146,13,0.0000,-0.5000,0.2036,99115.9500
2026-05-20 10:56:01,QQQ,EXIT_신호소멸,709.7200,13,3.9700,0.0000,-0.1837,99119.9200
2026-05-20 11:36:03,QQQ,ENTER,711.5569,13,0.0000,0.2400,0.2009,99119.9200
2026-05-20 11:37:01,QQQ,EXIT_신호소멸,711.4523,13,-1.3600,0.0000,-0.4582,99118.4700
2026-05-20 11:50:03,QQQ,ENTER,711.9600,13,0.0000,0.9800,0.2547,99118.5600
2026-05-20 11:56:01,QQQ,EXIT_신호소멸,711.8338,13,-1.6400,0.0000,-0.2093,99117.1600
2026-05-20 12:19:03,QQQ,ENTER,710.1100,13,0.0000,0.0700,0.2598,99116.9200
2026-05-20 12:19:04,QQQ,EXIT_신호소멸,710.0508,13,-0.7700,0.0000,-0.1102,99116.1700
