timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-18 10:09:02,QQQ,ENTER,709.3238,13,0.0000,0.8500,0.2462,99132.8200
2026-05-18 10:12:01,QQQ,EXIT_신호소멸,709.2500,13,-0.9600,0.0000,-0.2595,99132.1200
2026-05-18 10:36:01,QQQ,ENTER,703.1200,14,0.0000,1.3500,0.2744,99131.8600
2026-05-18 10:50:01,QQQ,EXIT_신호소멸,703.7200,14,8.4000,0.0000,-0.1001,99141.2400
2026-05-18 11:02:01,QQQ,ENTER,705.1700,14,0.0000,-1.1300,0.2274,99140.2600
2026-05-18 11:04:01,QQQ,EXIT_신호소멸,704.5100,14,-9.2400,0.0000,-0.1251,99132.9800
2026-05-18 11:12:01,QQQ,ENTER,705.0600,14,0.0000,1.6300,0.2209,99131.0200
2026-05-18 11:21:01,QQQ,EXIT_신호소멸,703.3700,14,-23.6600,0.0000,-0.1080,99107.3600
2026-05-18 11:50:01,QQQ,ENTER,703.6471,14,0.0000,-0.2100,0.2039,99107.3600
2026-05-18 11:51:01,QQQ,EXIT_신호소멸,703.2957,14,-4.9200,0.0000,-0.3311,99102.3300
