timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-26 09:48:03,QQQ,ENTER,727.7067,3,0.0000,0.0000,0.2343,99126.6600
2026-05-26 09:59:01,QQQ,EXIT_신호소멸,728.1800,3,1.4200,0.0000,-0.1006,99128.0800
2026-05-26 10:22:03,QQQ,ENTER,729.2500,3,0.0000,-0.4800,0.2159,99128.0800
2026-05-26 10:25:01,QQQ,EXIT_신호소멸,729.8800,3,1.8900,0.0000,-0.1403,99129.9500
2026-05-26 10:48:03,QQQ,ENTER,730.4100,3,0.0000,0.0000,0.2532,99129.9700
2026-05-26 10:49:01,QQQ,EXIT_로컬저점손절,730.2400,3,-0.5100,0.0000,-0.1021,99129.4600
2026-05-26 10:58:04,QQQ,ENTER,729.9500,3,0.0000,-1.1600,0.2777,99129.4600
2026-05-26 11:00:01,QQQ,EXIT_로컬저점손절,729.7133,3,-0.7100,0.0000,0.0705,99128.7100
2026-05-26 11:06:03,QQQ,ENTER,729.1100,3,0.0000,-0.6200,0.2262,99128.7500
2026-05-26 11:07:01,QQQ,EXIT_로컬저점손절,728.8800,3,-0.6900,0.0000,-0.0660,99128.1200
2026-05-26 11:19:03,QQQ,ENTER,728.5400,3,0.0000,-0.5500,0.2782,99128.0600
2026-05-26 11:19:04,QQQ,EXIT_신호소멸,728.5100,3,-0.0900,0.0000,-0.1253,99127.9700
2026-05-26 11:26:03,QQQ,ENTER,728.9000,3,0.0000,-0.0700,0.2825,99127.9700
2026-05-26 11:28:01,QQQ,EXIT_신호소멸,728.5167,3,-1.1500,0.0000,-0.3226,99126.7400
2026-05-26 11:50:03,QQQ,ENTER,726.9900,3,0.0000,-0.3400,0.2375,99126.8200
2026-05-26 11:50:04,QQQ,EXIT_로컬저점손절,727.0400,3,0.1500,0.0000,0.3180,99127.0900
2026-05-26 12:17:03,QQQ,ENTER,727.0400,3,0.0000,0.6900,0.2888,99126.9700
2026-05-26 12:37:01,QQQ,EXIT_신호소멸,728.4767,3,4.3100,0.0000,-0.1001,99131.2500
2026-05-26 12:44:03,QQQ,ENTER,727.4400,3,0.0000,-1.1700,0.2086,99131.2800
2026-05-26 12:44:04,QQQ,EXIT_로컬저점손절,727.4400,3,0.0000,0.0000,-0.0044,99131.3700
2026-05-26 13:09:03,QQQ,ENTER,727.6500,3,0.0000,0.0000,0.2868,99131.2800
2026-05-26 13:14:01,QQQ,EXIT_신호소멸,728.0800,3,1.2900,0.0000,-0.1993,99132.6600
2026-05-26 14:16:03,QQQ,ENTER,729.0500,3,0.0000,0.2100,0.2666,99132.5700
2026-05-26 14:17:01,QQQ,EXIT_신호소멸,728.9500,3,-0.3000,0.0000,-0.2118,99132.2900
2026-05-26 14:26:03,QQQ,ENTER,729.5467,3,0.0000,0.3000,0.2929,99132.2700
2026-05-26 14:28:01,QQQ,EXIT_신호소멸,729.5900,3,0.1300,0.0000,-0.1007,99132.4500
2026-05-26 14:39:03,QQQ,ENTER,729.3333,3,0.0000,0.2100,0.2100,99132.4000
2026-05-26 14:40:01,QQQ,EXIT_로컬저점손절,729.4000,3,0.2000,0.0000,0.0162,99132.6300
2026-05-26 15:04:03,QQQ,ENTER,728.7500,3,0.0000,0.2700,0.2057,99132.6000
2026-05-26 15:09:01,QQQ,EXIT_신호소멸,729.4000,3,1.9500,0.0000,-0.1262,99134.6400
2026-05-26 15:33:03,QQQ,ENTER,729.8300,3,0.0000,0.0000,0.2157,99134.5500
2026-05-26 15:37:01,QQQ,EXIT_신호소멸,730.0767,3,0.7400,0.0000,-0.1043,99135.3000
