trade_id,timestamp_et,symbol,sig,atr_scale,entry_px,exit_px,exit_reason,pnl_pct,holding_bars,result
d88eed8c,2025-04-04 12:04:00,QQQ,0.2681,1.0,433.0717,431.38,로컬저점,-0.003906,0,0.0
bfdabcfb,2025-04-04 12:37:00,QQQ,0.2557,1.0,429.5215,429.655,신호소멸,0.000311,0,1.0
46ddf10f,2025-04-04 12:45:00,QQQ,0.3106,1.0,428.5364,429.655,신호소멸,0.00261,0,1.0
3003d93e,2025-04-04 13:09:00,QQQ,0.2861,1.0,428.3314,429.44,신호소멸,0.002588,0,1.0
ea829060,2025-04-04 13:49:00,QQQ,0.2182,1.0,430.7115,431.52,트레일링,0.001877,0,1.0
4edb73b3,2025-04-04 14:27:00,QQQ,0.2244,1.0,426.3613,425.588,신호소멸,-0.001814,0,0.0
3249a13b,2025-04-04 14:56:00,QQQ,0.2016,1.0,425.9313,427.79,신호소멸,0.004364,0,1.0
cc3dfe30,2025-04-04 15:23:00,QQQ,0.2525,1.0,428.8014,429.69,트레일링,0.002072,0,1.0
e422c950,2025-04-04 15:40:00,QQQ,0.2172,1.0,429.8415,429.18,신호소멸,-0.001539,0,0.0
9ff2db17,2026-05-01 09:47:00,QQQ,0.3258,0.878,672.4236,674.2901,신호소멸,0.002776,0,1.0
f4989b58,2026-05-01 09:58:00,QQQ,0.3419,0.878,674.2337,674.95,신호소멸,0.001062,0,1.0
cc0fb33d,2026-05-01 10:06:00,QQQ,0.2853,0.878,674.9497,674.95,신호소멸,0.0,0,1.0
21c6ae85,2026-05-01 10:23:00,QQQ,0.2567,0.878,675.5738,675.085,신호소멸,-0.000724,0,0.0
63b48cf0,2026-05-01 10:39:00,QQQ,0.2417,0.878,673.0236,673.705,신호소멸,0.001012,0,1.0
041b7be8,2026-05-01 10:45:00,QQQ,0.4532,0.878,673.5887,673.705,신호소멸,0.000173,0,1.0
673bc0d0,2026-05-01 10:57:00,QQQ,0.4678,0.878,674.0137,673.53,신호소멸,-0.000718,0,0.0
69943474,2026-05-01 11:13:00,QQQ,0.6735,0.878,673.8637,674.2299,신호소멸,0.000543,0,1.0
81ff4514,2026-05-01 11:47:00,QQQ,0.2199,0.878,675.648,675.01,신호소멸,-0.000944,0,0.0
db25f9db,2026-05-01 12:16:00,QQQ,0.3426,0.878,674.5837,674.95,신호소멸,0.000543,0,1.0
8cec50ec,2026-05-01 12:28:00,QQQ,0.4735,0.878,674.0379,673.6231,신호소멸,-0.000615,0,0.0
aa0f8ee1,2026-05-01 12:41:00,QQQ,0.2057,0.878,673.9537,674.1749,신호소멸,0.000328,0,1.0
46bd3ba6,2026-05-01 13:01:00,QQQ,0.2123,0.878,674.1837,675.155,신호소멸,0.001441,0,1.0
35d34211,2026-05-01 13:16:00,QQQ,0.2209,0.878,674.7537,675.155,신호소멸,0.000595,0,1.0
4c01b023,2026-05-01 13:36:00,QQQ,0.2384,0.878,674.9737,675.1651,신호소멸,0.000284,0,1.0
