timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-22 14:12:01,QQQ,ENTER,720.2400,3,0.0000,0.2100,0.2543,99128.1500
2026-05-22 14:14:59,QQQ,EXIT_신호소멸,720.0433,3,-0.5900,0.0000,-0.2852,99127.6100
2026-05-22 14:33:03,QQQ,ENTER,719.9100,3,0.0000,0.5600,0.2118,99127.5600
2026-05-22 14:48:59,QQQ,EXIT_신호소멸,719.7700,3,-0.4200,0.0000,-0.1186,99127.1600
2026-05-22 15:03:03,QQQ,ENTER,718.7167,3,0.0000,-2.7800,0.2070,99127.1400
2026-05-22 15:03:04,QQQ,EXIT_신호소멸,718.7800,3,0.1900,0.0000,-0.2308,99127.2400
2026-05-22 15:11:03,QQQ,ENTER,718.8100,3,0.0000,-0.5600,0.2631,99127.3300
2026-05-22 15:12:01,QQQ,EXIT_신호소멸,718.7233,3,-0.2600,0.0000,-0.1453,99127.0900
2026-05-22 15:22:03,QQQ,ENTER,718.0433,3,0.0000,0.2600,0.2868,99127.0700
2026-05-22 15:26:01,QQQ,EXIT_신호소멸,717.9400,3,-0.3100,0.0000,-0.1362,99126.7600
2026-05-22 15:36:03,QQQ,ENTER,718.0400,3,0.0000,-0.0700,0.2417,99126.7600
2026-05-22 15:40:01,QQQ,EXIT_신호소멸,718.0100,3,-0.0900,0.0000,-0.1313,99126.6700
