date,bucket,n_trades,dollar_vol,outside_nbbo_share,quoted_bps,eff_half_bps,eff_half_bps_wmean,signed_bps
2026-05-13,10:30,65269,2007741354.723,0.12341233970184928,0.4223062142355584,0.14097214390423626,0.16233965139297105,-0.045542345021316155
2026-05-13,11:00,58309,1526893667.8339,0.09727486322866108,0.28146021559826917,0.07036356855867903,0.1051870664176195,-0.0013610057966447413
2026-05-13,11:30,59991,1611750483.9703,0.0861629244386658,0.2813414359664333,0.07035960795620048,0.11081849097535353,0.018052016551185282
2026-05-13,12:00,47930,1288840082.8513,0.07734195702065516,0.28100543745495915,0.0702646870761522,0.10898452223155133,0.016298806536797595
2026-05-13,12:30,27878,1546016244.9692,0.07525647463950069,0.2802965537536167,0.07009919035428766,0.11019726092820357,-0.00027307186320985505
2026-05-13,13:00,23762,954452664.2232,0.02579749179362012,0.2798886043368109,0.06996676578618789,0.09431029108845335,-0.0018021895785386812
2026-05-13,13:30,25416,846467299.0313,0.02171860245514634,0.2799669638980054,0.1399227626348982,0.15031901341052883,0.027010060809149476
2026-05-13,14:00,32351,1639625535.6347,0.03696949089672652,0.2792672028594422,0.0699242021647897,0.10302312929842038,0.017117073344821845
2026-05-13,14:30,29522,1545327783.6676998,0.03377142470022354,0.27950918187637047,0.06996578673022526,0.10934363441519512,-0.028931154052680985
2026-05-13,15:00,24545,1472622115.9325001,0.031167243837848857,0.2794740298755196,0.06990318408997173,0.08911330201400072,0.0014430494832933993
2026-05-13,15:30,57300,3445118092.1567,0.04061082024432805,0.2793920429143637,0.06997264069742364,0.09779981622688923,0.007179476837919596
2026-05-14,09:30,79708,3476877040.1825,0.10164600792894063,0.4183604454140404,0.1394991978794853,0.1688888223767609,0.013971733446901769
2026-05-14,10:00,63819,2193418850.3589,0.09711841301179902,0.41761500073044644,0.1392389200643923,0.14014096304700221,0.004772115237743291
2026-05-14,10:30,70962,1737316402.4738,0.09925030297905924,0.41630529054602206,0.13876169067231295,0.12746545148967753,0.0014741307424238946
2026-05-14,11:00,67539,1637003383.6408,0.07004841647048377,0.2772848269740158,0.06935726621393183,0.09360386235775331,0.003906818893063902
2026-05-14,11:30,57246,1230827086.2196002,0.06943716591552251,0.27728867137107893,0.06933322240011444,0.09321118312898645,0.019151690380175335
2026-05-14,12:00,44026,1104611963.142,0.04556398491800295,0.27713113845604004,0.06930631311357419,0.10477377519488754,-0.011635711294189355
2026-05-14,12:30,28870,1282095256.711,0.04922064426740558,0.2776004219523889,0.13740648725195362,0.1256145600594776,0.010861527800442599
2026-05-14,13:00,38169,1616730412.1184,0.0390631140454295,0.4159993344006866,0.13887731577911433,0.13418696060952728,-0.0003499582745649716
2026-05-14,13:30,32258,1178407151.0386,0.03025606051212104,0.4159877976924658,0.138698178892785,0.13050027499731756,-0.005380774008370904
2026-05-14,14:00,30237,1375021388.8328,0.047954492839898166,0.41654806617522394,0.138925549797737,0.13892261930697042,0.006655555388721842
2026-05-14,14:30,20725,857982359.9298,0.038841978287092904,0.2778510995970534,0.06951057603408037,0.10730300296978032,-0.004650179024616579
2026-05-14,15:00,22649,817868514.503,0.020574859817210522,0.2775811577907567,0.06941311213681951,0.10342175271102565,-0.009654435860549966
2026-05-14,15:30,51903,2085664998.6505,0.03400574147929791,0.277558044327345,0.0694574677195787,0.09834249066422705,0.009793224728822285
2026-05-15,09:30,117736,4969908796.68,0.09061799279744509,0.5637693619535119,0.14155684215144587,0.20011604454095572,-0.02399140555362678
2026-05-15,10:00,97611,3162963434.7732,0.1009927159848788,0.4235762543147979,0.14072416656099557,0.15594942829283445,0.006171360349968814
2026-05-15,10:30,78586,1974281481.6648,0.14426233680299294,0.5619477107665993,0.14067665470902307,0.15673497918893045,0.009335302393200164
2026-05-15,11:00,71149,1634391862.9417,0.13262308676158485,0.4218667604144519,0.0859845227867498,0.12449188221381284,0.003693662238112068
2026-05-15,11:30,70156,2468466722.8297,0.13706596727293463,0.42151703982595157,0.14051653879648857,0.1379718756159984,0.008429350746381944
2026-05-15,12:00,50279,2109052851.4865,0.10746037112909967,0.42222300411629027,0.13931496439751212,0.125948147441375,-0.008710347589430949
2026-05-15,12:30,25527,1431674527.4912002,0.042660712187095995,0.2813493514894889,0.07034871859802676,0.11361370796712243,-0.0016870705425495744
2026-05-15,13:00,26043,1247260497.2171,0.04772875628767803,0.28122671091274676,0.0702913576775096,0.11372622124119552,0.008733520040977846
2026-05-15,13:30,40858,2004227447.3209002,0.028391012775955793,0.2801277382483866,0.0700579379145917,0.09622859797865893,-0.012765602957799526
2026-05-15,14:00,34252,2023307586.1587,0.03628985168749266,0.27999832000982533,0.07006873743135648,0.10658430731512414,0.017702577397106456
2026-05-15,14:30,30476,1478586073.2772,0.05656910355689726,0.28099359334581614,0.0995939093420033,0.11356913052527608,0.005258070443282707
2026-05-15,15:00,32825,1722711387.5509,0.05782178217821787,0.2814681378081443,0.07039229626703251,0.11678610534321188,-0.004999119572991393
2026-05-15,15:30,78340,3879278060.9146,0.04140924176665817,0.2813572674579625,0.07053131237606523,0.101948991730085,-0.0005233087076528663
2026-05-18,09:30,107617,3959175190.0789003,0.11966510867242164,0.7040319912146413,0.21138818621870722,0.22857303698057221,-0.01413812392963477
2026-05-18,10:00,86638,2696081031.996,0.10528867240702688,0.5657228523757151,0.21134351069731183,0.21248862631665902,-0.019837651745419228
2026-05-18,10:30,116929,3321606546.0158997,0.13117361817855278,0.42616965814213337,0.14184799568769194,0.15876882172647722,-0.01884210339372401
2026-05-18,11:00,82259,2043586009.6404,0.1589005458369297,0.7084009265893784,0.21279161317302595,0.21560024360809305,-0.019112431688521055
2026-05-18,11:30,64338,2570070016.9776,0.13335820199571014,0.5680607825032112,0.14228596633501098,0.17448924404142802,0.015983205078458993
2026-05-18,12:00,73468,2248871433.3887997,0.1372298143409375,0.4266788033077949,0.14210197237524733,0.15177770761608295,-0.011517654711332544
2026-05-18,12:30,45439,2530466659.2005,0.07066616782939761,0.42692775670933203,0.14241971088785738,0.15047207838312784,-0.012024591806456092
2026-05-18,13:00,30957,1286669386.8132,0.0718092838453338,0.42638771434826944,0.14201721248602417,0.14038724501575217,0.014975053530511035
2026-05-18,13:30,35425,1087537326.1355,0.036499647141848945,0.4266363280845651,0.14216864044116215,0.14963093784351092,0.04404772251045517
2026-05-18,14:00,47024,2010488697.9881,0.03932034705682208,0.28563267637791784,0.07146992188331037,0.12563080890161987,-0.006823967026321696
2026-05-18,14:30,37906,1476027724.9801002,0.04242072495119509,0.2857918577913362,0.07151796888961849,0.12071047119961843,-0.005236213067101531
2026-05-18,15:00,61184,2671625491.0789,0.09226268305439334,0.5686947744341125,0.14266352806891938,0.19793836686469424,-0.012525574807798626
2026-05-18,15:30,63270,3218171922.4949,0.044871186976450095,0.28370403994527077,0.07102827635675305,0.11638249147905216,0.007636160849605547
2026-05-19,09:30,91862,3967325282.4680996,0.08406087391957506,0.8534122265533399,0.28444646717461897,0.2761395061624204,-0.015526197734809764
2026-05-19,10:00,121091,4247039075.1884,0.10358325556812642,0.5725081582423613,0.21373458439452617,0.1999458527682312,0.0014078109966575477
2026-05-19,10:30,92811,2529903174.3002,0.1325166197972223,0.5743495491367139,0.21497825136670787,0.2082450418350969,-0.0024348420773347788
2026-05-19,11:00,77594,1994749197.5532002,0.12455859989174423,0.5723688917502128,0.21292558322334262,0.18629417523691616,0.0005256803552879389
2026-05-19,11:30,66142,1630147276.6217,0.12684829609023007,0.5717552887359008,0.14317212152436654,0.17732236613749133,0.026562274820660998
2026-05-19,12:00,51965,1580154799.7831,0.11080534975464251,0.5705401588949153,0.14293473599941262,0.1663492294941629,-0.0019078400265361863
2026-05-19,12:30,36694,1945201828.1219,0.05030795225377449,0.4261938755936201,0.14220300901554145,0.14432417354480384,0.0005770701507922584
2026-05-19,13:00,35377,1929961081.9139,0.06006727534839018,0.2838087129272287,0.12761794024665077,0.1292887497992059,0.006198342716024266
2026-05-19,13:30,34847,1490186288.112,0.04993256234396071,0.42517308087461947,0.14171733061223168,0.1438102608635312,-0.024948174531105715
2026-05-19,14:00,25310,1442535643.5512,0.07822994863690236,0.42514897928777223,0.1416872113121781,0.1475246958695517,-0.01747359323912466
2026-05-19,14:30,30792,1457226381.0368,0.0471875811899195,0.28473804100201894,0.14204747226510184,0.13524374482255577,-0.002257047868723548
2026-05-19,15:00,31260,1506922322.862,0.04766474728087011,0.2848272522728573,0.14057707599704655,0.12961281104107963,8.577561868046525e-05
2026-05-19,15:30,64126,3364342133.1493998,0.04355487633721111,0.2851561943051714,0.07137198364147644,0.11896571727332308,0.012916758950853533
