signal_time,symbol,signal_score,obi_raw,tfi_raw,is_signal,ret_1s,ret_5s,ret_10s,ret_30s,ret_60s
2025-04-03 11:53:00-04:00,QQQ,0.141408,0.141408,0.053886,False,5.478e-05,-0.000165,0.000121,0.00049499,0.00078296
2025-04-03 11:54:00-04:00,QQQ,0.162705,0.162705,0.056758,False,0.00021433,0.00056956,0.00070168,0.00131696,0.00184454
2025-04-03 11:55:00-04:00,QQQ,-0.182879,-0.182879,0.159764,False,9.435e-05,0.00035107,-0.00017553,0.00025891,-0.00048272
2025-04-03 11:56:00-04:00,QQQ,0.338964,0.338964,0.16848,True,2.195e-05,0.0001754,0.00027441,0.00029855,0.00079029
2025-04-03 11:57:00-04:00,QQQ,0.188772,0.188772,0.182613,False,0.0,0.00027419,0.00050451,0.00040514,0.00028516
2025-04-03 11:58:00-04:00,QQQ,-0.273835,-0.273835,0.178581,False,0.00013157,8.596e-05,0.00036183,0.00087562,0.00019868
2025-04-03 11:59:00-04:00,QQQ,0.262339,0.262339,0.167618,True,4.253e-05,-0.0008783,-0.00107584,-0.00122909,-0.00125101
2025-04-03 12:00:00-04:00,QQQ,0.131742,0.131742,0.094912,False,0.00024147,0.00017342,0.00010976,0.00070246,0.00113053
2025-04-03 12:01:00-04:00,QQQ,-0.110814,-0.110814,0.009855,False,5.482e-05,0.00018638,0.00073456,0.00025216,0.00020831
2025-04-03 12:02:00-04:00,QQQ,-0.371578,-0.371578,-0.025953,False,0.00010874,8.769e-05,2.192e-05,0.00060287,0.00040557
2025-04-03 12:03:00-04:00,QQQ,-0.095856,-0.095856,-0.062793,False,7.714e-05,0.00016435,5.478e-05,-0.00020818,-0.00051497
2025-04-03 12:04:00-04:00,QQQ,0.273758,0.273758,-0.054251,True,1.096e-05,-0.0002631,-6.599e-05,-0.00025214,-0.00033984
2025-04-03 12:05:00-04:00,QQQ,0.078345,0.078345,0.036098,False,9.892e-05,0.00011668,0.00021932,0.00058121,0.00110759
2025-04-03 12:06:00-04:00,QQQ,-0.162398,-0.162398,0.575411,False,8.763e-05,8.763e-05,6.572e-05,-0.00065747,-0.00087633
2025-04-03 12:11:00-04:00,QQQ,-0.169589,-0.169589,0.036876,False,-6.319e-05,0.00019748,0.00017554,0.00039321,0.00109734
2025-04-03 12:12:00-04:00,QQQ,-0.239398,-0.239398,0.012632,False,8.482e-05,0.00048198,0.00087476,0.00072462,0.00039431
2025-04-03 12:13:00-04:00,QQQ,0.430829,0.430829,0.109275,True,0.00017528,-0.00011831,-0.00013146,0.00142413,0.00118312
2025-04-03 12:14:00-04:00,QQQ,-0.042133,-0.042133,0.099638,False,2.188e-05,0.00028121,0.00028449,-0.00035014,4.377e-05
2025-04-03 12:15:00-04:00,QQQ,0.131136,0.131136,0.679608,False,4.377e-05,0.00017506,0.00028448,2.188e-05,-0.00021883
2025-04-03 12:20:00-04:00,QQQ,0.079883,0.079883,0.43702,False,0.0,-5.463e-05,-0.00028408,-0.00089596,0.00010926
2025-04-03 12:22:00-04:00,QQQ,-0.275066,-0.275066,0.2856,False,-6.012e-05,8.723e-05,0.0004602,0.00043834,0.00019785
2025-04-03 12:23:00-04:00,QQQ,-0.286433,-0.286433,0.302698,False,1.923e-05,-0.00024044,-0.00017486,-0.00015301,-0.00017705
2025-04-03 12:24:00-04:00,QQQ,-0.093389,-0.093389,0.224578,False,-0.0001292,-8.526e-05,-4.154e-05,-0.00056622,0.0002208
