timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-21 09:48:03,QQQ,ENTER,708.8833,3,0.0000,-1.6500,0.2321,99116.1300
2026-05-21 10:09:01,QQQ,EXIT_신호소멸,710.6967,3,5.4400,0.0000,-0.1666,99121.5600
2026-05-21 10:54:03,QQQ,ENTER,708.7667,3,0.0000,0.3800,0.2833,99121.5700
2026-05-21 10:54:04,QQQ,EXIT_신호소멸,708.7200,3,-0.1400,0.0000,-0.1938,99121.4300
2026-05-21 11:22:03,QQQ,ENTER,709.4500,3,0.0000,0.6300,0.2420,99121.4300
2026-05-21 11:28:01,QQQ,EXIT_신호소멸,709.4033,3,-0.1400,0.0000,-0.1148,99121.3000
2026-05-21 11:37:03,QQQ,ENTER,708.8633,3,0.0000,-0.0200,0.2369,99121.2900
2026-05-21 11:44:01,QQQ,EXIT_신호소멸,710.1700,3,3.9200,0.0000,-0.1101,99125.2100
2026-05-21 12:25:03,QQQ,ENTER,709.7800,3,0.0000,2.1100,0.2440,99125.2100
2026-05-21 12:49:59,QQQ,EXIT_신호소멸,709.2900,3,-1.4700,0.0000,-0.1144,99123.7900
2026-05-21 13:22:03,QQQ,ENTER,714.9167,3,0.0000,1.7700,0.2659,99123.7400
2026-05-21 13:25:01,QQQ,EXIT_신호소멸,713.8033,3,-3.3400,0.0000,-0.1595,99120.3900
2026-05-21 13:38:03,QQQ,ENTER,714.7400,3,0.0000,2.2400,0.2352,99120.4000
2026-05-21 13:41:01,QQQ,EXIT_신호소멸,715.3933,3,1.9600,0.0000,-0.2540,99122.3800
2026-05-21 14:42:03,QQQ,ENTER,714.8467,3,0.0000,0.3700,0.2700,99122.3600
2026-05-21 14:44:01,QQQ,EXIT_신호소멸,714.8433,3,-0.0100,0.0000,-0.2107,99122.3200
2026-05-21 14:59:03,QQQ,ENTER,711.3167,3,0.0000,-0.4700,0.2023,99122.3500
2026-05-21 15:15:01,QQQ,EXIT_신호소멸,713.7267,3,7.2300,0.0000,-0.2150,99129.6200
2026-05-21 15:21:03,QQQ,ENTER,713.9200,3,0.0000,0.9800,0.2144,99129.5800
2026-05-21 15:21:04,QQQ,EXIT_신호소멸,713.8433,3,-0.2300,0.0000,-0.1942,99129.4100
2026-05-21 15:29:03,QQQ,ENTER,714.0900,3,0.0000,-1.4000,0.2114,99129.3500
2026-05-21 15:34:01,QQQ,EXIT_신호소멸,713.6933,3,-1.1900,0.0000,-0.2022,99128.1800
