timestamp_et,symbol,action,price,qty,pnl_usd,slippage_bps,signal,portfolio
2026-05-28 10:00:03,QQQ,ENTER,728.0667,3,0.0000,-1.1400,0.2354,99143.5600
2026-05-28 10:04:02,QQQ,EXIT_신호소멸,727.5633,3,-1.5100,-1.6000,-0.1705,99142.0500
2026-05-28 10:12:03,QQQ,ENTER,729.0933,3,0.0000,-0.5500,0.3140,99142.0500
2026-05-28 10:19:04,QQQ,EXIT_신호소멸,732.1800,3,9.2600,-0.8900,-0.3048,99151.3100
2026-05-28 10:41:03,QQQ,ENTER,732.1867,3,0.0000,-0.0700,0.2422,99151.3100
2026-05-28 10:46:03,QQQ,EXIT_신호소멸,732.3933,3,0.6200,-0.1600,-0.1904,99151.9300
2026-05-28 10:58:03,QQQ,ENTER,732.5300,3,0.0000,1.6400,0.2102,99151.9300
2026-05-28 11:11:02,QQQ,EXIT_신호소멸,733.8600,3,3.9900,0.0000,-0.1320,99155.9200
2026-05-28 11:24:03,QQQ,ENTER,733.9800,3,0.0000,0.1400,0.2774,99155.9200
2026-05-28 11:26:04,QQQ,EXIT_신호소멸,734.4600,3,1.4400,0.0000,-0.1236,99157.3600
2026-05-28 11:48:03,QQQ,ENTER,734.5067,3,0.0000,0.0200,0.2167,99157.3600
2026-05-28 11:53:02,QQQ,EXIT_신호소멸,734.9700,3,1.3900,0.0000,-0.3811,99158.7500
2026-05-28 12:01:03,QQQ,ENTER,734.6000,3,0.0000,-0.0700,0.2473,99158.7500
2026-05-28 12:14:02,QQQ,EXIT_신호소멸,734.9400,3,1.0200,0.0000,-0.3960,99159.7700
2026-05-28 12:22:03,QQQ,ENTER,735.5167,3,0.0000,0.2700,0.2906,99159.7700
2026-05-28 12:30:05,QQQ,EXIT_신호소멸,735.6100,3,0.2800,0.0000,-0.1096,99160.0500
2026-05-28 12:37:03,QQQ,ENTER,735.1500,3,0.0000,0.0000,0.2604,99160.0500
2026-05-28 12:49:02,QQQ,EXIT_신호소멸,735.8700,3,2.1600,0.0000,-0.1415,99162.2100
2026-05-28 12:59:03,QQQ,ENTER,736.1600,3,0.0000,0.0000,0.3550,99162.2100
2026-05-28 13:20:02,QQQ,EXIT_신호소멸,735.6567,3,-1.5100,0.0000,-0.1158,99160.7000
2026-05-28 13:42:03,QQQ,ENTER,736.0733,3,0.0000,-0.0200,0.2037,99160.7000
2026-05-28 13:46:01,QQQ,EXIT_신호소멸,736.1900,3,0.3500,0.0000,-0.1457,99161.0500
2026-05-28 13:54:03,QQQ,ENTER,736.3367,3,0.0000,0.3400,0.2276,99161.0500
2026-05-28 14:09:04,QQQ,EXIT_신호소멸,736.1400,3,-0.5900,0.0000,-0.2812,99160.4600
2026-05-28 14:26:03,QQQ,ENTER,736.1333,3,0.0000,0.2000,0.2520,99160.4600
2026-05-28 14:27:01,QQQ,EXIT_신호소멸,735.9800,3,-0.4600,0.0000,-0.3410,99160.0000
2026-05-28 14:33:03,QQQ,ENTER,735.7567,3,0.0000,0.4300,0.2612,99160.0000
2026-05-28 14:34:02,QQQ,EXIT_신호소멸,735.6900,3,-0.2000,0.0000,-0.1309,99159.8000
2026-05-28 14:43:03,QQQ,ENTER,735.6300,3,0.0000,0.0700,0.2282,99159.8000
2026-05-28 14:44:02,QQQ,EXIT_신호소멸,735.4000,3,-0.6900,0.0000,-0.1885,99159.1100
2026-05-28 14:55:03,QQQ,ENTER,735.9200,3,0.0000,0.3400,0.2305,99159.1100
2026-05-28 14:56:02,QQQ,EXIT_신호소멸,735.9200,3,0.0000,0.0000,-0.8303,99159.1100
2026-05-28 15:04:03,QQQ,ENTER,735.5300,3,0.0000,0.4100,0.6034,99159.1100
2026-05-28 15:08:04,QQQ,EXIT_신호소멸,735.7500,3,0.6600,0.0000,-0.1116,99159.7700
2026-05-28 15:24:03,QQQ,ENTER,735.1500,3,0.0000,0.0700,0.2656,99159.7700
2026-05-28 15:30:02,QQQ,EXIT_신호소멸,735.6067,3,1.3700,0.0000,-0.1437,99161.1400
